observed_date,cve,change_type,field,old,new,granularity
2024-09-27,CVE-2019-0797,text_changed,notes,,,capture
2024-09-27,CVE-2019-0803,text_changed,notes,,,capture
2024-09-27,CVE-2019-0808,text_changed,notes,,,capture
2024-09-27,CVE-2019-0841,text_changed,notes,,,capture
2024-09-27,CVE-2019-0859,text_changed,notes,,,capture
2024-09-27,CVE-2019-0863,text_changed,notes,,,capture
2024-09-27,CVE-2019-0880,text_changed,notes,,,capture
2024-09-27,CVE-2019-0903,text_changed,notes,,,capture
2024-09-27,CVE-2019-1003029,text_changed,notes,,,capture
2024-09-27,CVE-2019-1003030,text_changed,notes,,,capture
2024-09-27,CVE-2019-10068,text_changed,notes,,,capture
2024-09-27,CVE-2019-10149,text_changed,notes,,,capture
2024-09-27,CVE-2019-1064,text_changed,notes,,,capture
2024-09-27,CVE-2019-1069,text_changed,notes,,,capture
2024-09-27,CVE-2019-10758,text_changed,notes,,,capture
2024-09-27,CVE-2019-11043,text_changed,notes,,,capture
2024-09-27,CVE-2019-1129,text_changed,notes,,,capture
2024-09-27,CVE-2019-1130,text_changed,notes,,,capture
2024-09-27,CVE-2019-1132,text_changed,notes,,,capture
2024-09-27,CVE-2019-11510,text_changed,notes,,,capture
2024-09-27,CVE-2019-11539,text_changed,notes,,,capture
2024-09-27,CVE-2019-11580,text_changed,notes,,,capture
2024-09-27,CVE-2019-11581,text_changed,notes,,,capture
2024-09-27,CVE-2019-11634,text_changed,notes,,,capture
2024-09-27,CVE-2019-11707,text_changed,notes,,,capture
2024-09-27,CVE-2019-11708,text_changed,notes,,,capture
2024-09-27,CVE-2019-1214,text_changed,notes,,,capture
2024-09-27,CVE-2019-1215,text_changed,shortDescription,,,capture
2024-09-27,CVE-2019-1215,text_changed,notes,,,capture
2024-09-27,CVE-2019-1253,text_changed,notes,,,capture
2024-09-27,CVE-2019-1297,text_changed,notes,,,capture
2024-09-27,CVE-2019-12989,text_changed,notes,,,capture
2024-09-27,CVE-2019-12991,text_changed,notes,,,capture
2024-09-27,CVE-2019-1315,text_changed,notes,,,capture
2024-09-27,CVE-2019-1322,text_changed,notes,,,capture
2024-09-27,CVE-2019-13272,text_changed,notes,,,capture
2024-09-27,CVE-2019-13608,text_changed,notes,,,capture
2024-09-27,CVE-2019-1367,text_changed,notes,,,capture
2024-09-27,CVE-2019-13720,text_changed,notes,,,capture
2024-09-27,CVE-2019-1385,text_changed,notes,,,capture
2024-09-27,CVE-2019-1388,text_changed,notes,,,capture
2024-09-27,CVE-2019-1405,text_changed,notes,,,capture
2024-09-27,CVE-2019-1429,text_changed,notes,,,capture
2024-09-27,CVE-2019-1458,text_changed,notes,,,capture
2024-09-27,CVE-2019-15107,text_changed,notes,,,capture
2024-09-27,CVE-2019-15271,text_changed,notes,,,capture
2024-09-27,CVE-2019-15752,text_changed,notes,,,capture
2024-09-27,CVE-2019-1579,text_changed,notes,,,capture
2024-09-27,CVE-2019-15949,text_changed,notes,,,capture
2024-09-27,CVE-2019-16057,text_changed,notes,,,capture
2024-09-27,CVE-2019-16256,text_changed,notes,,,capture
2024-09-27,CVE-2019-1652,text_changed,notes,,,capture
2024-09-27,CVE-2019-1653,text_changed,notes,,,capture
2024-09-27,CVE-2019-16759,text_changed,notes,,,capture
2024-09-27,CVE-2019-16920,text_changed,notes,,,capture
2024-09-27,CVE-2019-16928,text_changed,notes,,,capture
2024-09-27,CVE-2019-17026,text_changed,notes,,,capture
2024-09-27,CVE-2019-17558,text_changed,notes,,,capture
2024-09-27,CVE-2019-17621,text_changed,notes,,,capture
2024-09-27,CVE-2019-18187,text_changed,notes,,,capture
2024-09-27,CVE-2019-18426,text_changed,notes,,,capture
2024-09-27,CVE-2019-18935,text_changed,notes,,,capture
2024-09-27,CVE-2019-18988,text_changed,notes,,,capture
2024-09-27,CVE-2019-19356,text_changed,notes,,,capture
2024-09-27,CVE-2019-19781,text_changed,notes,,,capture
2024-09-27,CVE-2019-20085,text_changed,notes,,,capture
2024-09-27,CVE-2019-20500,text_changed,notes,,,capture
2024-09-27,CVE-2019-2215,text_changed,notes,,,capture
2024-09-27,CVE-2019-2616,text_changed,notes,,,capture
2024-09-27,CVE-2019-2725,text_changed,notes,,,capture
2024-09-27,CVE-2019-3010,text_changed,notes,,,capture
2024-09-27,CVE-2019-3396,text_changed,notes,,,capture
2024-09-27,CVE-2019-3398,text_changed,notes,,,capture
2024-09-27,CVE-2019-3568,text_changed,notes,,,capture
2024-09-27,CVE-2019-3929,text_changed,notes,,,capture
2024-09-27,CVE-2019-4716,text_changed,notes,,,capture
2024-09-27,CVE-2019-5544,text_changed,notes,,,capture
2024-09-27,CVE-2019-5591,text_changed,notes,,,capture
2024-09-27,CVE-2019-5786,text_changed,notes,,,capture
2024-09-27,CVE-2019-5825,text_changed,notes,,,capture
2024-09-27,CVE-2019-6223,text_changed,notes,,,capture
2024-09-27,CVE-2019-6340,text_changed,notes,,,capture
2024-09-27,CVE-2019-7192,text_changed,notes,,,capture
2024-09-27,CVE-2019-7193,text_changed,notes,,,capture
2024-09-27,CVE-2019-7194,text_changed,notes,,,capture
2024-09-27,CVE-2019-7195,text_changed,notes,,,capture
2024-09-27,CVE-2019-7238,text_changed,notes,,,capture
2024-09-27,CVE-2019-7256,text_changed,notes,,,capture
2024-09-27,CVE-2019-7286,text_changed,notes,,,capture
2024-09-27,CVE-2019-7287,text_changed,notes,,,capture
2024-09-27,CVE-2019-7481,text_changed,notes,,,capture
2024-09-27,CVE-2019-7483,text_changed,notes,,,capture
2024-09-27,CVE-2019-7609,text_changed,notes,,,capture
2024-09-27,CVE-2019-8394,text_changed,notes,,,capture
2024-09-27,CVE-2019-8506,text_changed,notes,,,capture
2024-09-27,CVE-2019-8526,text_changed,notes,,,capture
2024-09-27,CVE-2019-8605,text_changed,notes,,,capture
2024-09-27,CVE-2019-8720,text_changed,notes,,,capture
2024-09-27,CVE-2019-9082,text_changed,notes,,,capture
2024-09-27,CVE-2019-9670,text_changed,notes,,,capture
2024-09-27,CVE-2019-9978,text_changed,notes,,,capture
2024-09-27,CVE-2020-0041,text_changed,notes,,,capture
2024-09-27,CVE-2020-0069,text_changed,notes,,,capture
2024-09-27,CVE-2020-0601,text_changed,notes,,,capture
2024-09-27,CVE-2020-0638,text_changed,notes,,,capture
2024-09-27,CVE-2020-0646,text_changed,notes,,,capture
2024-09-27,CVE-2020-0674,text_changed,notes,,,capture
2024-09-27,CVE-2020-0683,text_changed,notes,,,capture
2024-09-27,CVE-2020-0688,text_changed,notes,,,capture
2024-09-27,CVE-2020-0787,text_changed,notes,,,capture
2024-09-27,CVE-2020-0796,text_changed,notes,,,capture
2024-09-27,CVE-2020-0878,text_changed,notes,,,capture
2024-09-27,CVE-2020-0938,text_changed,notes,,,capture
2024-09-27,CVE-2020-0968,text_changed,notes,,,capture
2024-09-27,CVE-2020-0986,text_changed,notes,,,capture
2024-09-27,CVE-2020-10148,text_changed,notes,,,capture
2024-09-27,CVE-2020-10181,text_changed,notes,,,capture
2024-09-27,CVE-2020-10189,text_changed,notes,,,capture
2024-09-27,CVE-2020-10199,text_changed,notes,,,capture
2024-09-27,CVE-2020-1020,text_changed,notes,,,capture
2024-09-27,CVE-2020-10221,text_changed,notes,,,capture
2024-09-27,CVE-2020-1027,text_changed,notes,,,capture
2024-09-27,CVE-2020-1040,text_changed,notes,,,capture
2024-09-27,CVE-2020-1054,text_changed,notes,,,capture
2024-09-27,CVE-2020-10987,text_changed,notes,,,capture
2024-09-27,CVE-2020-11261,text_changed,notes,,,capture
2024-09-27,CVE-2020-1147,text_changed,notes,,,capture
2024-09-27,CVE-2020-11651,text_changed,notes,,,capture
2024-09-27,CVE-2020-11652,text_changed,notes,,,capture
2024-09-27,CVE-2020-11738,text_changed,notes,,,capture
2024-09-27,CVE-2020-11899,text_changed,notes,,,capture
2024-09-27,CVE-2020-11978,text_changed,notes,,,capture
2024-09-27,CVE-2020-12271,text_changed,notes,,,capture
2024-09-27,CVE-2020-12641,text_changed,notes,,,capture
2024-09-27,CVE-2020-12812,text_changed,notes,,,capture
2024-09-27,CVE-2020-1350,text_changed,notes,,,capture
2024-09-27,CVE-2020-13671,text_changed,notes,,,capture
2024-09-27,CVE-2020-1380,text_changed,notes,,,capture
2024-09-27,CVE-2020-13927,text_changed,notes,,,capture
2024-09-27,CVE-2020-13965,text_changed,notes,,,capture
2024-09-27,CVE-2020-1464,text_changed,notes,,,capture
2024-09-27,CVE-2020-1472,text_changed,notes,,,capture
2024-09-27,CVE-2020-14750,text_changed,notes,,,capture
2024-09-27,CVE-2020-14864,text_changed,notes,,,capture
2024-09-27,CVE-2020-14871,text_changed,notes,,,capture
2024-09-27,CVE-2020-14882,text_changed,notes,,,capture
2024-09-27,CVE-2020-14883,text_changed,notes,,,capture
2024-09-27,CVE-2020-15505,text_changed,notes,,,capture
2024-09-27,CVE-2020-15999,text_changed,notes,,,capture
2024-09-27,CVE-2020-16009,text_changed,notes,,,capture
2024-09-27,CVE-2020-16010,text_changed,notes,,,capture
2024-09-27,CVE-2020-16013,text_changed,notes,,,capture
2024-09-27,CVE-2020-16017,text_changed,notes,,,capture
2024-09-27,CVE-2020-1631,text_changed,notes,,,capture
2024-09-27,CVE-2020-16846,text_changed,notes,,,capture
2024-09-27,CVE-2020-17087,text_changed,notes,,,capture
2024-09-27,CVE-2020-17144,text_changed,notes,,,capture
2024-09-27,CVE-2020-17463,text_changed,notes,,,capture
2024-09-27,CVE-2020-17496,text_changed,notes,,,capture
2024-09-27,CVE-2020-17519,text_changed,notes,,,capture
2024-09-27,CVE-2020-17530,text_changed,notes,,,capture
2024-09-27,CVE-2020-1938,text_changed,notes,,,capture
2024-09-27,CVE-2020-1956,text_changed,notes,,,capture
2024-09-27,CVE-2020-2021,text_changed,notes,,,capture
2024-09-27,CVE-2020-24557,text_changed,notes,,,capture
2024-09-27,CVE-2020-2506,text_changed,notes,,,capture
2024-09-27,CVE-2020-2509,text_changed,notes,,,capture
2024-09-27,CVE-2020-25213,text_changed,notes,,,capture
2024-09-27,CVE-2020-25223,text_changed,notes,,,capture
2024-09-27,CVE-2020-25506,text_changed,notes,,,capture
2024-09-27,CVE-2020-2551,text_changed,notes,,,capture
2024-09-27,CVE-2020-2555,text_changed,notes,,,capture
2024-09-27,CVE-2020-26919,text_changed,notes,,,capture
2024-09-27,CVE-2020-27930,text_changed,notes,,,capture
2024-09-27,CVE-2020-27932,text_changed,notes,,,capture
2024-09-27,CVE-2020-27950,text_changed,notes,,,capture
2024-09-27,CVE-2020-28949,text_changed,notes,,,capture
2024-09-27,CVE-2020-29557,text_changed,notes,,,capture
2024-09-27,CVE-2020-29583,text_changed,notes,,,capture
2024-09-27,CVE-2020-3118,text_changed,notes,,,capture
2024-09-27,CVE-2020-3153,text_changed,notes,,,capture
2024-09-27,CVE-2020-3161,text_changed,shortDescription,,,capture
2024-09-27,CVE-2020-3161,text_changed,notes,,,capture
2024-09-27,CVE-2020-3259,text_changed,notes,,,capture
2024-09-27,CVE-2020-3433,text_changed,notes,,,capture
2024-09-27,CVE-2020-3452,text_changed,notes,,,capture
2024-09-27,CVE-2020-3566,text_changed,notes,,,capture
2024-09-27,CVE-2020-3569,text_changed,notes,,,capture
2024-09-27,CVE-2020-35730,text_changed,notes,,,capture
2024-09-27,CVE-2020-3580,text_changed,notes,,,capture
2024-09-27,CVE-2020-36193,text_changed,notes,,,capture
2024-09-27,CVE-2020-3837,text_changed,notes,,,capture
2024-09-27,CVE-2020-3950,text_changed,notes,,,capture
2024-09-27,CVE-2020-3952,text_changed,notes,,,capture
2024-09-27,CVE-2020-3992,text_changed,notes,,,capture
2024-09-27,CVE-2020-4006,text_changed,notes,,,capture
2024-09-27,CVE-2020-4427,text_changed,notes,,,capture
2024-09-27,CVE-2020-4428,text_changed,notes,,,capture
2024-09-27,CVE-2020-4430,text_changed,notes,,,capture
2024-09-27,CVE-2020-5135,text_changed,notes,,,capture
2024-09-27,CVE-2020-5410,text_changed,notes,,,capture
2024-09-27,CVE-2020-5722,text_changed,notes,,,capture
2024-09-27,CVE-2020-5735,text_changed,notes,,,capture
2024-09-27,CVE-2020-5741,text_changed,notes,,,capture
2024-09-27,CVE-2020-5847,text_changed,notes,,,capture
2024-09-27,CVE-2020-5849,text_changed,notes,,,capture
2024-09-27,CVE-2020-5902,text_changed,notes,,,capture
2024-09-27,CVE-2020-6207,text_changed,notes,,,capture
2024-09-27,CVE-2020-6287,text_changed,notes,,,capture
2024-09-27,CVE-2020-6418,text_changed,notes,,,capture
2024-09-27,CVE-2020-6572,text_changed,notes,,,capture
2024-09-27,CVE-2020-6819,text_changed,notes,,,capture
2024-09-27,CVE-2020-6820,text_changed,notes,,,capture
2024-09-27,CVE-2020-7247,text_changed,notes,,,capture
2024-09-27,CVE-2020-7961,text_changed,notes,,,capture
2024-09-27,CVE-2020-8193,text_changed,notes,,,capture
2024-09-27,CVE-2020-8195,text_changed,notes,,,capture
2024-09-27,CVE-2020-8196,text_changed,notes,,,capture
2024-09-27,CVE-2020-8218,text_changed,notes,,,capture
2024-09-27,CVE-2020-8243,text_changed,notes,,,capture
2024-09-27,CVE-2020-8260,text_changed,notes,,,capture
2024-09-27,CVE-2020-8467,text_changed,notes,,,capture
2024-09-27,CVE-2020-8468,text_changed,notes,,,capture
2024-09-27,CVE-2020-8515,text_changed,notes,,,capture
2024-09-27,CVE-2020-8599,text_changed,notes,,,capture
2024-09-27,CVE-2020-8644,text_changed,notes,,,capture
2024-09-27,CVE-2020-8655,text_changed,notes,,,capture
2024-09-27,CVE-2020-8657,text_changed,notes,,,capture
2024-09-27,CVE-2020-8816,text_changed,notes,,,capture
2024-09-27,CVE-2020-9054,text_changed,notes,,,capture
2024-09-27,CVE-2020-9377,text_changed,notes,,,capture
2024-09-27,CVE-2020-9818,text_changed,notes,,,capture
2024-09-27,CVE-2020-9819,text_changed,notes,,,capture
2024-09-27,CVE-2020-9859,text_changed,notes,,,capture
2024-09-27,CVE-2020-9907,text_changed,notes,,,capture
2024-09-27,CVE-2020-9934,text_changed,notes,,,capture
2024-09-27,CVE-2021-0920,text_changed,notes,,,capture
2024-09-27,CVE-2021-1048,text_changed,notes,,,capture
2024-09-27,CVE-2021-1497,text_changed,shortDescription,,,capture
2024-09-27,CVE-2021-1497,text_changed,notes,,,capture
2024-09-27,CVE-2021-1498,text_changed,notes,,,capture
2024-09-27,CVE-2021-1647,text_changed,notes,,,capture
2024-09-27,CVE-2021-1675,text_changed,notes,,,capture
2024-09-27,CVE-2021-1732,text_changed,notes,,,capture
2024-09-27,CVE-2021-1782,text_changed,notes,,,capture
2024-09-27,CVE-2021-1789,text_changed,notes,,,capture
2024-09-27,CVE-2021-1870,text_changed,notes,,,capture
2024-09-27,CVE-2021-1871,text_changed,notes,,,capture
2024-09-27,CVE-2021-1879,text_changed,notes,,,capture
2024-09-27,CVE-2021-1905,text_changed,notes,,,capture
2024-09-27,CVE-2021-1906,text_changed,notes,,,capture
2024-09-27,CVE-2021-20016,text_changed,notes,,,capture
2024-09-27,CVE-2021-20021,text_changed,notes,,,capture
2024-09-27,CVE-2021-20022,text_changed,notes,,,capture
2024-09-27,CVE-2021-20023,text_changed,notes,,,capture
2024-09-27,CVE-2021-20028,text_changed,notes,,,capture
2024-09-27,CVE-2021-20038,text_changed,notes,,,capture
2024-09-27,CVE-2021-20090,text_changed,notes,,,capture
2024-09-27,CVE-2021-20123,text_changed,notes,,,capture
2024-09-27,CVE-2021-20124,text_changed,notes,,,capture
2024-09-27,CVE-2021-21017,text_changed,notes,,,capture
2024-09-27,CVE-2021-21148,text_changed,notes,,,capture
2024-09-27,CVE-2021-21166,text_changed,notes,,,capture
2024-09-27,CVE-2021-21193,text_changed,notes,,,capture
2024-09-27,CVE-2021-21206,text_changed,notes,,,capture
2024-09-27,CVE-2021-21220,text_changed,notes,,,capture
2024-09-27,CVE-2021-21224,text_changed,notes,,,capture
2024-09-27,CVE-2021-21315,text_changed,notes,,,capture
2024-09-27,CVE-2021-21551,text_changed,notes,,,capture
2024-09-27,CVE-2021-21972,text_changed,notes,,,capture
2024-09-27,CVE-2021-21973,text_changed,notes,,,capture
2024-09-27,CVE-2021-21975,text_changed,notes,,,capture
2024-09-27,CVE-2021-21985,text_changed,notes,,,capture
2024-09-27,CVE-2021-22005,text_changed,notes,,,capture
2024-09-27,CVE-2021-22017,text_changed,notes,,,capture
2024-09-27,CVE-2021-22204,text_changed,notes,,,capture
2024-09-27,CVE-2021-22205,text_changed,notes,,,capture
2024-09-27,CVE-2021-22502,text_changed,notes,,,capture
2024-09-27,CVE-2021-22506,text_changed,notes,,,capture
2024-09-27,CVE-2021-22600,text_changed,notes,,,capture
2024-09-27,CVE-2021-22893,text_changed,notes,,,capture
2024-09-27,CVE-2021-22894,text_changed,notes,,,capture
2024-09-27,CVE-2021-22899,text_changed,notes,,,capture
2024-09-27,CVE-2021-22900,text_changed,notes,,,capture
2024-09-27,CVE-2021-22941,text_changed,notes,,,capture
2024-09-27,CVE-2021-22986,text_changed,notes,,,capture
2024-09-27,CVE-2021-22991,text_changed,notes,,,capture
2024-09-27,CVE-2021-23874,text_changed,notes,,,capture
2024-09-27,CVE-2021-25296,text_changed,notes,,,capture
2024-09-27,CVE-2021-25297,text_changed,notes,,,capture
2024-09-27,CVE-2021-25298,text_changed,notes,,,capture
2024-09-27,CVE-2021-25337,text_changed,notes,,,capture
2024-09-27,CVE-2021-25369,text_changed,notes,,,capture
2024-09-27,CVE-2021-25370,text_changed,notes,,,capture
2024-09-27,CVE-2021-25371,text_changed,notes,,,capture
2024-09-27,CVE-2021-25372,text_changed,notes,,,capture
2024-09-27,CVE-2021-25394,text_changed,notes,,,capture
2024-09-27,CVE-2021-25395,text_changed,notes,,,capture
2024-09-27,CVE-2021-25487,text_changed,notes,,,capture
2024-09-27,CVE-2021-25489,text_changed,notes,,,capture
2024-09-27,CVE-2021-26084,text_changed,notes,,,capture
2024-09-27,CVE-2021-26085,text_changed,notes,,,capture
2024-09-27,CVE-2021-26411,text_changed,notes,,,capture
2024-09-27,CVE-2021-26855,text_changed,notes,,,capture
2024-09-27,CVE-2021-26857,text_changed,notes,,,capture
2024-09-27,CVE-2021-26858,text_changed,notes,,,capture
2024-09-27,CVE-2021-27059,text_changed,notes,,,capture
2024-09-27,CVE-2021-27065,text_changed,notes,,,capture
2024-09-27,CVE-2021-27085,text_changed,notes,,,capture
2024-09-27,CVE-2021-27101,text_changed,notes,,,capture
2024-09-27,CVE-2021-27102,text_changed,notes,,,capture
2024-09-27,CVE-2021-27103,text_changed,notes,,,capture
2024-09-27,CVE-2021-27104,text_changed,notes,,,capture
2024-09-27,CVE-2021-27561,text_changed,notes,,,capture
2024-09-27,CVE-2021-27562,text_changed,notes,,,capture
2024-09-27,CVE-2021-27852,text_changed,notes,,,capture
2024-09-27,CVE-2021-27860,text_changed,notes,,,capture
2024-09-27,CVE-2021-27876,text_changed,notes,,,capture
2024-09-27,CVE-2021-27877,text_changed,notes,,,capture
2024-09-27,CVE-2021-27878,text_changed,notes,,,capture
2024-09-27,CVE-2021-28310,text_changed,notes,,,capture
2024-09-27,CVE-2021-28550,text_changed,notes,,,capture
2024-09-27,CVE-2021-28663,text_changed,notes,,,capture
2024-09-27,CVE-2021-28664,text_changed,notes,,,capture
2024-09-27,CVE-2021-28799,text_changed,notes,,,capture
2024-09-27,CVE-2021-29256,text_changed,notes,,,capture
2024-09-27,CVE-2021-30116,text_changed,notes,,,capture
2024-09-27,CVE-2021-30533,text_changed,notes,,,capture
2024-09-27,CVE-2021-30551,text_changed,notes,,,capture
2024-09-27,CVE-2021-30554,text_changed,notes,,,capture
2024-09-27,CVE-2021-30563,text_changed,notes,,,capture
2024-09-27,CVE-2021-30632,text_changed,notes,,,capture
2024-09-27,CVE-2021-30633,text_changed,notes,,,capture
2024-09-27,CVE-2021-30657,text_changed,notes,,,capture
2024-09-27,CVE-2021-30661,text_changed,notes,,,capture
2024-09-27,CVE-2021-30663,text_changed,notes,,,capture
2024-09-27,CVE-2021-30665,text_changed,notes,,,capture
2024-09-27,CVE-2021-30666,text_changed,notes,,,capture
2024-09-27,CVE-2021-30713,text_changed,notes,,,capture
2024-09-27,CVE-2021-30761,text_changed,notes,,,capture
2024-09-27,CVE-2021-30762,text_changed,notes,,,capture
2024-09-27,CVE-2021-30807,text_changed,notes,,,capture
2024-09-27,CVE-2021-30858,text_changed,notes,,,capture
2024-09-27,CVE-2021-30860,text_changed,notes,,,capture
2024-09-27,CVE-2021-30869,text_changed,notes,,,capture
2024-09-27,CVE-2021-30883,text_changed,notes,,,capture
2024-09-27,CVE-2021-30900,text_changed,notes,,,capture
2024-09-27,CVE-2021-30983,text_changed,notes,,,capture
2024-09-27,CVE-2021-31010,text_changed,notes,,,capture
2024-09-27,CVE-2021-31166,text_changed,notes,,,capture
2024-09-27,CVE-2021-31196,text_changed,notes,,,capture
2024-09-27,CVE-2021-31199,text_changed,notes,,,capture
2024-09-27,CVE-2021-31201,text_changed,notes,,,capture
2024-09-27,CVE-2021-31207,text_changed,notes,,,capture
2024-09-27,CVE-2021-3129,text_changed,notes,,,capture
2024-09-27,CVE-2021-3156,text_changed,notes,,,capture
2024-09-27,CVE-2021-31755,text_changed,notes,,,capture
2024-09-27,CVE-2021-31955,text_changed,notes,,,capture
2024-09-27,CVE-2021-31956,text_changed,notes,,,capture
2024-09-27,CVE-2021-31979,text_changed,notes,,,capture
2024-09-27,CVE-2021-32648,text_changed,notes,,,capture
2024-09-27,CVE-2021-33044,text_changed,notes,,,capture
2024-09-27,CVE-2021-33045,text_changed,notes,,,capture
2024-09-27,CVE-2021-33739,text_changed,notes,,,capture
2024-09-27,CVE-2021-33742,text_changed,notes,,,capture
2024-09-27,CVE-2021-33766,text_changed,notes,,,capture
2024-09-27,CVE-2021-33771,text_changed,notes,,,capture
2024-09-27,CVE-2021-34448,text_changed,notes,,,capture
2024-09-27,CVE-2021-34473,text_changed,notes,,,capture
2024-09-27,CVE-2021-34484,text_changed,notes,,,capture
2024-09-27,CVE-2021-34486,text_changed,notes,,,capture
2024-09-27,CVE-2021-34523,text_changed,notes,,,capture
2024-09-27,CVE-2021-34527,text_changed,notes,,,capture
2024-09-27,CVE-2021-3493,text_changed,notes,,,capture
2024-09-27,CVE-2021-35211,text_changed,notes,,,capture
2024-09-27,CVE-2021-35247,text_changed,notes,,,capture
2024-09-27,CVE-2021-35394,text_changed,notes,,,capture
2024-09-27,CVE-2021-35395,text_changed,shortDescription,,,capture
2024-09-27,CVE-2021-35395,text_changed,notes,,,capture
2024-09-27,CVE-2021-35464,text_changed,notes,,,capture
2024-09-27,CVE-2021-35587,text_changed,notes,,,capture
2024-09-27,CVE-2021-3560,text_changed,notes,,,capture
2024-09-27,CVE-2021-36260,text_changed,notes,,,capture
2024-09-27,CVE-2021-36380,text_changed,notes,,,capture
2024-09-27,CVE-2021-36741,text_changed,notes,,,capture
2024-09-27,CVE-2021-36742,text_changed,notes,,,capture
2024-09-27,CVE-2021-36934,text_changed,notes,,,capture
2024-09-27,CVE-2021-36942,text_changed,notes,,,capture
2024-09-27,CVE-2021-36948,text_changed,notes,,,capture
2024-09-27,CVE-2021-36955,text_changed,notes,,,capture
2024-09-27,CVE-2021-37415,text_changed,notes,,,capture
2024-09-27,CVE-2021-37973,text_changed,notes,,,capture
2024-09-27,CVE-2021-37975,text_changed,notes,,,capture
2024-09-27,CVE-2021-37976,text_changed,notes,,,capture
2024-09-27,CVE-2021-38000,text_changed,notes,,,capture
2024-09-27,CVE-2021-38003,text_changed,notes,,,capture
2024-09-27,CVE-2021-38163,text_changed,notes,,,capture
2024-09-27,CVE-2021-38406,text_changed,notes,,,capture
2024-09-27,CVE-2021-38645,text_changed,notes,,,capture
2024-09-27,CVE-2021-38646,text_changed,notes,,,capture
2024-09-27,CVE-2021-38647,text_changed,notes,,,capture
2024-09-27,CVE-2021-38648,text_changed,notes,,,capture
2024-09-27,CVE-2021-38649,text_changed,notes,,,capture
2024-09-27,CVE-2021-39144,text_changed,notes,,,capture
2024-09-27,CVE-2021-39226,text_changed,notes,,,capture
2024-09-27,CVE-2021-39793,text_changed,notes,,,capture
2024-09-27,CVE-2021-4034,text_changed,notes,,,capture
2024-09-27,CVE-2021-40438,text_changed,notes,,,capture
2024-09-27,CVE-2021-40444,text_changed,notes,,,capture
2024-09-27,CVE-2021-40449,text_changed,notes,,,capture
2024-09-27,CVE-2021-40450,text_changed,notes,,,capture
2024-09-27,CVE-2021-40539,text_changed,notes,,,capture
2024-09-27,CVE-2021-40655,text_changed,notes,,,capture
2024-09-27,CVE-2021-40870,text_changed,notes,,,capture
2024-09-27,CVE-2021-4102,text_changed,notes,,,capture
2024-09-27,CVE-2021-41357,text_changed,notes,,,capture
2024-09-27,CVE-2021-41379,text_changed,notes,,,capture
2024-09-27,CVE-2021-41773,text_changed,notes,,,capture
2024-09-27,CVE-2021-42013,text_changed,shortDescription,,,capture
2024-09-27,CVE-2021-42013,text_changed,notes,,,capture
2024-09-27,CVE-2021-42237,text_changed,notes,,,capture
2024-09-27,CVE-2021-42258,text_changed,notes,,,capture
2024-09-27,CVE-2021-42278,text_changed,notes,,,capture
2024-09-27,CVE-2021-42287,text_changed,notes,,,capture
2024-09-27,CVE-2021-42292,text_changed,notes,,,capture
2024-09-27,CVE-2021-42321,text_changed,notes,,,capture
2024-09-27,CVE-2021-43890,text_changed,notes,,,capture
2024-09-27,CVE-2021-44026,text_changed,notes,,,capture
2024-09-27,CVE-2021-44077,text_changed,notes,,,capture
2024-09-27,CVE-2021-44168,text_changed,notes,,,capture
2024-09-27,CVE-2021-44228,text_changed,notes,,,capture
2024-09-27,CVE-2021-44515,text_changed,notes,,,capture
2024-09-27,CVE-2021-44529,text_changed,notes,,,capture
2024-09-27,CVE-2021-45046,text_changed,notes,,,capture
2024-09-27,CVE-2021-45382,text_changed,notes,,,capture
2024-09-27,CVE-2022-0028,text_changed,notes,,,capture
2024-09-27,CVE-2022-0185,text_changed,notes,,,capture
2024-09-27,CVE-2022-0543,text_changed,notes,,,capture
2024-09-27,CVE-2022-0609,text_changed,notes,,,capture
2024-09-27,CVE-2022-0847,text_changed,notes,,,capture
2024-09-27,CVE-2022-1040,text_changed,notes,,,capture
2024-09-27,CVE-2022-1096,text_changed,notes,,,capture
2024-09-27,CVE-2022-1364,text_changed,notes,,,capture
2024-09-27,CVE-2022-1388,text_changed,notes,,,capture
2024-09-27,CVE-2022-20699,text_changed,notes,,,capture
2024-09-27,CVE-2022-20700,text_changed,notes,,,capture
2024-09-27,CVE-2022-20701,text_changed,notes,,,capture
2024-09-27,CVE-2022-20703,text_changed,notes,,,capture
2024-09-27,CVE-2022-20708,text_changed,notes,,,capture
2024-09-27,CVE-2022-20821,text_changed,notes,,,capture
2024-09-27,CVE-2022-21587,text_changed,notes,,,capture
2024-09-27,CVE-2022-21882,text_changed,notes,,,capture
2024-09-27,CVE-2022-21919,text_changed,notes,,,capture
2024-09-27,CVE-2022-21971,text_changed,notes,,,capture
2024-09-27,CVE-2022-21999,text_changed,notes,,,capture
2024-09-27,CVE-2022-22047,text_changed,notes,,,capture
2024-09-27,CVE-2022-22071,text_changed,notes,,,capture
2024-09-27,CVE-2022-22265,text_changed,notes,,,capture
2024-09-27,CVE-2022-22536,text_changed,notes,,,capture
2024-09-27,CVE-2022-22587,text_changed,notes,,,capture
2024-09-27,CVE-2022-22620,text_changed,notes,,,capture
2024-09-27,CVE-2022-22674,text_changed,notes,,,capture
2024-09-27,CVE-2022-22675,text_changed,notes,,,capture
2024-09-27,CVE-2022-22706,text_changed,notes,,,capture
2024-09-27,CVE-2022-22718,text_changed,notes,,,capture
